time,seconds_elapsed,z,y,x
1751281722612236300,0.174236328125,117.67500305175781,-6.337500095367432,-2.625
1751281722632236300,0.194236328125,117.30000305175781,-6.356250286102295,-3.1125001907348633
1751281722662236400,0.224236328125,116.70000457763672,-6.337500095367432,-3.5812501907348633
1751281722672236300,0.234236328125,116.70000457763672,-6.431250095367432,-3.4312500953674316
1751281722682236400,0.244236328125,116.71875762939453,-6.393750190734863,-3.3187501430511475
1751281722692236300,0.254236328125,116.60625457763672,-6.450000286102295,-3.3937501907348633
1751281722702236400,0.264236328125,116.70000457763672,-6.318750381469727,-3.2062501907348633
1751281722712236300,0.274236328125,116.55000305175781,-6.468750476837158,-3.168750047683716
1751281722722236400,0.284236328125,116.56875610351562,-6.412500381469727,-3.1312501430511475
1751281722732236300,0.294236328125,116.71875762939453,-6.506250381469727,-3.093750238418579
1751281722742236400,0.304236328125,116.71875762939453,-6.356250286102295,-2.8500001430511475
1751281722752236300,0.314236328125,116.75625610351562,-6.281250476837158,-2.700000047683716
1751281722762236400,0.324236328125,116.55000305175781,-6.131250381469727,-2.6812500953674316
1751281722772236300,0.334236328125,116.60625457763672,-6.112500190734863,-2.606250047683716
1751281722782236400,0.344236328125,116.66250610351562,-6.112500190734863,-2.887500047683716
1751281722792236300,0.354236328125,116.66250610351562,-5.943750381469727,-2.7750000953674316
1751281722802236400,0.364236328125,116.92500305175781,-6.187500476837158,-2.625
1751281722812236300,0.374236328125,116.70000457763672,-6.131250381469727,-2.8312501907348633
1751281722822236400,0.384236328125,116.92500305175781,-6,-2.7562501430511475
1751281722832236300,0.394236328125,116.88750457763672,-5.981250286102295,-2.9437501430511475
1751281722842236400,0.404236328125,117.22500610351562,-5.943750381469727,-3
1751281722852236300,0.414236328125,117.50625610351562,-5.887500286102295,-3.1500000953674316
1751281722862236400,0.424236328125,117.35625457763672,-6.056250095367432,-3.1125001907348633
1751281722872236300,0.434236328125,117.28125762939453,-6.018750190734863,-3.2250001430511475
1751281722882236400,0.444236328125,117.39375305175781,-5.943750381469727,-3.1312501430511475
1751281722892236300,0.454236328125,117.78750610351562,-6.037500381469727,-3.0187501907348633
1751281722902236400,0.464236328125,117.78750610351562,-6.075000286102295,-3.0375001430511475
1751281722912236300,0.474236328125,117.8062515258789,-6.168750286102295,-3.075000047683716
1751281722922236400,0.484236328125,117.8062515258789,-6.506250381469727,-3.3000001907348633
1751281722932236300,0.494236328125,117.50625610351562,-6.750000476837158,-3.281250238418579
1751281722942236400,0.504236328125,117.48750305175781,-6.543750286102295,-3.0562500953674316
1751281722952236300,0.514236328125,117.65625762939453,-6.712500095367432,-2.90625
1751281722962236400,0.524236328125,117.50625610351562,-6.768750190734863,-3.1500000953674316
1751281722972236300,0.534236328125,117.26250457763672,-6.618750095367432,-3.1125001907348633
1751281722982236400,0.544236328125,116.9625015258789,-6.731250286102295,-3.262500047683716
1751281722992236300,0.554236328125,116.98125457763672,-6.787500381469727,-3.187500238418579
1751281723002236400,0.564236328125,117.03750610351562,-6.487500190734863,-2.90625
1751281723012236300,0.574236328125,117.00000762939453,-6.318750381469727,-2.6437501907348633
1751281723022236400,0.584236328125,117.01875305175781,-6.206250190734863,-2.6437501907348633
1751281723032236300,0.594236328125,116.85000610351562,-6.187500476837158,-2.9437501430511475
1751281723042236400,0.604236328125,116.9625015258789,-6.187500476837158,-2.9437501430511475
1751281723052236300,0.614236328125,117.20625305175781,-6.262500286102295,-2.7750000953674316
1751281723062236400,0.624236328125,117.46875762939453,-6.056250095367432,-2.5875000953674316
1751281723072236300,0.634236328125,117.31875610351562,-5.925000190734863,-2.4375
1751281723082236400,0.644236328125,117.09375762939453,-6.018750190734863,-2.3062500953674316
1751281723092236300,0.654236328125,117.03750610351562,-6.018750190734863,-2.53125
1751281723102236400,0.664236328125,117.03750610351562,-6.375000476837158,-2.7375001907348633
1751281723112236300,0.674236328125,117.26250457763672,-6.506250381469727,-2.53125
1751281723122236400,0.684236328125,117.07500457763672,-6.487500190734863,-2.4000000953674316
1751281723132236300,0.694236328125,116.79375457763672,-6.375000476837158,-2.7375001907348633
1751281723142236400,0.704236328125,116.64375305175781,-6.468750476837158,-2.8312501907348633
1751281723152236300,0.714236328125,116.9625015258789,-6.412500381469727,-2.8687500953674316
1751281723162236400,0.724236328125,117.03750610351562,-6.600000381469727,-3.1500000953674316
1751281723172236300,0.734236328125,117.20625305175781,-6.618750095367432,-3.0187501907348633
1751281723182236400,0.744236328125,117.35625457763672,-6.487500190734863,-2.9250001907348633
1751281723192236300,0.754236328125,117.30000305175781,-6.468750476837158,-2.9250001907348633
1751281723202236400,0.764236328125,117.48750305175781,-6.506250381469727,-2.9437501430511475
1751281723212236300,0.774236328125,117.78750610351562,-6.862500190734863,-2.9250001907348633
1751281723222236400,0.784236328125,117.82500457763672,-6.712500095367432,-2.793750047683716
1751281723232236300,0.794236328125,117.6187515258789,-6.750000476837158,-2.7750000953674316
1751281723242236400,0.804236328125,117.65625762939453,-6.618750095367432,-2.6625001430511475
1751281723252236300,0.814236328125,117.50625610351562,-6.506250381469727,-2.7375001907348633
1751281723262236400,0.824236328125,117.35625457763672,-6.562500476837158,-2.9625000953674316
1751281723272236300,0.834236328125,117.50625610351562,-6.262500286102295,-3
1751281723282236400,0.844236328125,117.35625457763672,-6.150000095367432,-3.075000047683716
1751281723292236300,0.854236328125,117.26250457763672,-5.887500286102295,-2.9625000953674316
1751281723302236400,0.864236328125,117.2437515258789,-5.962500095367432,-2.887500047683716
