t,gx,gy,gz,ax,ay,az,temp
5071,-23.00,46.00,-96.00,-152.00,352.00,18308.00,-640.00
5128,80.00,-73.00,-198.00,-220.00,472.00,18468.00,-640.00
5184,-188.00,-135.00,-299.00,-324.00,432.00,18488.00,-656.00
5240,-39.00,210.00,-141.00,-224.00,312.00,18108.00,-656.00
5297,-38.00,236.00,-143.00,-284.00,416.00,18248.00,-640.00
5353,205.00,319.00,206.00,-192.00,212.00,18588.00,-656.00
5409,-40.00,83.00,60.00,-236.00,404.00,18500.00,-624.00
5466,-175.00,-323.00,-145.00,-288.00,336.00,18448.00,-656.00
5522,-224.00,-425.00,50.00,-84.00,292.00,18228.00,-624.00
5578,11.00,-207.00,-115.00,-240.00,400.00,18132.00,-672.00
5635,142.00,-75.00,-134.00,-260.00,220.00,18324.00,-656.00
5691,349.00,-888.00,-148.00,-392.00,412.00,18208.00,-640.00
5747,74.00,-697.00,-256.00,64.00,176.00,18528.00,-608.00
5804,-32.00,-570.00,-356.00,84.00,284.00,18328.00,-656.00
5860,34.00,-343.00,-172.00,116.00,308.00,18468.00,-640.00
5916,-55.00,-526.00,-182.00,212.00,244.00,18228.00,-656.00
5974,86.00,318.00,-179.00,304.00,300.00,18328.00,-592.00
6030,85.00,-571.00,-358.00,252.00,308.00,18228.00,-608.00
6086,48.00,647.00,-275.00,256.00,280.00,18440.00,-592.00
6142,60.00,-316.00,-345.00,216.00,72.00,18356.00,-640.00
6199,-54.00,1694.00,429.00,0.00,264.00,18104.00,-624.00
6255,-20.00,1862.00,112.00,200.00,424.00,18436.00,-624.00
6311,-144.00,3919.00,-54.00,-16.00,232.00,18388.00,-624.00
6368,-154.00,7867.00,-69.00,-900.00,528.00,17948.00,-640.00
6424,680.00,4456.00,-1012.00,-2080.00,120.00,18532.00,-624.00
6480,240.00,-3239.00,-617.00,-2104.00,68.00,18260.00,-608.00
6537,271.00,-5431.00,-239.00,-1652.00,408.00,17944.00,-608.00
6593,-229.00,-3417.00,677.00,-960.00,360.00,18240.00,-624.00
6650,18.00,-3519.00,932.00,-572.00,360.00,18248.00,-624.00
6707,13.00,3654.00,-3667.00,-296.00,80.00,18248.00,-624.00
6763,1052.00,-524.00,-2649.00,-496.00,392.00,18256.00,-640.00
6819,-149.00,-1656.00,-1369.00,-284.00,476.00,18424.00,-592.00
6876,893.00,-1846.00,-1379.00,-152.00,396.00,18376.00,-624.00
6932,111.00,-185.00,-1015.00,-120.00,248.00,18132.00,-640.00
6988,457.00,-455.00,-1849.00,-64.00,144.00,18368.00,-624.00
7046,486.00,-160.00,-1824.00,-352.00,292.00,18124.00,-608.00
7102,641.00,-1159.00,-1819.00,-24.00,256.00,18384.00,-640.00
7158,1143.00,857.00,-2078.00,-268.00,608.00,18220.00,-640.00
7215,857.00,1458.00,-3099.00,-172.00,480.00,18336.00,-624.00
7271,738.00,2662.00,-6325.00,56.00,344.00,18788.00,-624.00
7327,2829.00,599.00,-10637.00,-1132.00,500.00,18096.00,-608.00
7385,4150.00,2758.00,-13502.00,-740.00,1532.00,18628.00,-624.00
7441,2234.00,1525.00,-12829.00,-1884.00,1380.00,18084.00,-624.00
7497,-658.00,-6410.00,-17302.00,-492.00,120.00,17976.00,-608.00
7555,2852.00,238.00,-5365.00,-944.00,464.00,18412.00,-624.00
7611,3330.00,1993.00,4334.00,-1116.00,1464.00,17808.00,-592.00
7667,74.00,605.00,22797.00,-1224.00,1392.00,19184.00,-592.00
