t,gx,gy,gz,ax,ay,az,temp
3,-909.00,-1558.00,-391.00,-1696.00,1780.00,20132.00,-2384.00
19,-1459.00,-1448.00,47.00,-600.00,1792.00,19128.00,-2384.00
35,-1271.00,-1291.00,146.00,-972.00,1876.00,18980.00,-2368.00
52,-873.00,-606.00,81.00,-1420.00,1832.00,18684.00,-2352.00
68,-603.00,-786.00,52.00,-1308.00,1220.00,18056.00,-2400.00
84,-349.00,-1359.00,3.00,-1572.00,884.00,17512.00,-2368.00
101,-57.00,-1132.00,-212.00,-1164.00,680.00,17796.00,-2384.00
117,-185.00,-752.00,-256.00,-1056.00,836.00,18444.00,-2384.00
134,-28.00,-633.00,-280.00,-796.00,864.00,18144.00,-2384.00
150,322.00,7.00,-275.00,-868.00,864.00,18468.00,-2368.00
166,203.00,215.00,-285.00,-788.00,956.00,19100.00,-2384.00
183,-458.00,804.00,-271.00,-864.00,972.00,19080.00,-2368.00
199,-857.00,604.00,-440.00,-1120.00,1028.00,18352.00,-2368.00
217,-1052.00,726.00,-396.00,-896.00,984.00,18440.00,-2368.00
233,-817.00,503.00,-223.00,-796.00,1204.00,18144.00,-2368.00
249,-348.00,784.00,-273.00,-1228.00,1336.00,18268.00,-2400.00
266,230.00,756.00,-704.00,-1288.00,964.00,18288.00,-2352.00
282,400.00,-203.00,-905.00,-1356.00,1064.00,18868.00,-2368.00
299,-274.00,-527.00,-700.00,-716.00,956.00,18796.00,-2384.00
315,-793.00,449.00,-213.00,-876.00,1192.00,18732.00,-2368.00
331,-1011.00,272.00,-299.00,-1012.00,1096.00,18524.00,-2368.00
349,-731.00,12.00,-468.00,-1172.00,1112.00,18240.00,-2384.00
365,-568.00,-337.00,-479.00,-1004.00,964.00,18420.00,-2384.00
381,-729.00,615.00,-115.00,-1036.00,612.00,18132.00,-2368.00
398,-952.00,378.00,239.00,-1336.00,484.00,18404.00,-2384.00
414,-1640.00,-401.00,487.00,-1116.00,808.00,18288.00,-2368.00
431,-1127.00,-635.00,309.00,-908.00,1004.00,17996.00,-2352.00
447,-100.00,-1305.00,-276.00,-1088.00,1156.00,18452.00,-2384.00
463,820.00,111.00,-167.00,-104.00,1260.00,18276.00,-2368.00
480,846.00,-352.00,-95.00,-684.00,940.00,19444.00,-2400.00
496,-99.00,813.00,259.00,-732.00,488.00,18720.00,-2352.00
513,-302.00,-292.00,-101.00,-1300.00,416.00,18060.00,-2368.00
530,148.00,227.00,131.00,-1140.00,824.00,18264.00,-2368.00
546,718.00,-152.00,133.00,-1148.00,632.00,18252.00,-2368.00
563,1115.00,-244.00,-98.00,-1620.00,720.00,18416.00,-2368.00
579,1096.00,-889.00,-404.00,-1448.00,556.00,18400.00,-2352.00
595,775.00,-772.00,-387.00,-896.00,432.00,18096.00,-2368.00
612,653.00,387.00,-78.00,-948.00,636.00,18200.00,-2352.00
628,640.00,277.00,-172.00,-1196.00,892.00,18380.00,-2368.00
645,521.00,84.00,-229.00,-1012.00,1032.00,18584.00,-2368.00
661,484.00,-192.00,-385.00,-1060.00,1016.00,18848.00,-2400.00
677,164.00,-670.00,-450.00,-780.00,932.00,19100.00,-2400.00
694,-166.00,-565.00,-187.00,-664.00,828.00,18916.00,-2416.00
710,-548.00,-807.00,195.00,-604.00,956.00,19092.00,-2384.00
727,-372.00,102.00,726.00,-256.00,1368.00,18376.00,-2368.00
743,228.00,-9.00,875.00,-808.00,768.00,18288.00,-2384.00
759,781.00,348.00,636.00,-1248.00,704.00,17756.00,-2384.00
776,900.00,152.00,356.00,-1312.00,500.00,18164.00,-2352.00
793,514.00,-468.00,232.00,-1280.00,232.00,18240.00,-2384.00
809,388.00,-564.00,163.00,-1252.00,668.00,18056.00,-2368.00
826,798.00,-553.00,92.00,-936.00,1264.00,18380.00,-2336.00
842,1085.00,-604.00,163.00,-956.00,1244.00,18584.00,-2384.00
859,1005.00,-1236.00,253.00,-764.00,1108.00,19160.00,-2400.00
875,-47.00,-180.00,1057.00,-684.00,480.00,18608.00,-2368.00
891,-1752.00,-722.00,1323.00,-1440.00,332.00,18636.00,-2368.00
908,-2626.00,-629.00,678.00,-816.00,596.00,18160.00,-2400.00
924,-1328.00,-29.00,-145.00,-196.00,1640.00,18028.00,-2368.00
941,563.00,249.00,-1010.00,-1248.00,1440.00,18268.00,-2400.00
958,841.00,-190.00,-1113.00,-768.00,1488.00,19744.00,-2384.00
974,-19.00,-326.00,-333.00,-8.00,868.00,18996.00,-2384.00
991,-1294.00,261.00,858.00,-480.00,456.00,19192.00,-2384.00
1007,-2957.00,-959.00,1463.00,-988.00,444.00,18356.00,-2384.00
1024,-4225.00,-1067.00,1882.00,-564.00,736.00,18444.00,-2400.00
1040,-3191.00,998.00,2181.00,-984.00,1256.00,18192.00,-2352.00
1056,-1985.00,120.00,1648.00,-448.00,1520.00,19188.00,-2368.00
1074,-850.00,-892.00,1333.00,-896.00,832.00,18464.00,-2384.00
1090,-264.00,-1453.00,379.00,-908.00,248.00,18588.00,-2384.00
1106,-370.00,-963.00,-326.00,-860.00,640.00,18204.00,-2400.00
1123,-517.00,-61.00,-43.00,-596.00,468.00,18072.00,-2368.00
1139,-490.00,309.00,-67.00,-712.00,372.00,18424.00,-2352.00
1156,20.00,-669.00,-200.00,-128.00,148.00,19480.00,-2400.00
1172,625.00,194.00,-296.00,120.00,40.00,19428.00,-2368.00
1188,647.00,304.00,-325.00,-412.00,520.00,19612.00,-2384.00
1205,17.00,663.00,-59.00,-416.00,204.00,18708.00,-2352.00
1221,26.00,649.00,-82.00,-644.00,168.00,18220.00,-2368.00
1238,199.00,569.00,-449.00,-752.00,-48.00,17648.00,-2352.00
1254,345.00,318.00,-911.00,-548.00,-228.00,18320.00,-2368.00
1270,-78.00,-31.00,-944.00,-356.00,-32.00,18376.00,-2400.00
1287,-273.00,970.00,-833.00,-464.00,112.00,18504.00,-2352.00
1303,-146.00,1458.00,-747.00,-752.00,564.00,18704.00,-2384.00
1320,-59.00,899.00,-463.00,-884.00,912.00,18880.00,-2368.00
1337,-352.00,175.00,-144.00,-828.00,572.00,18652.00,-2384.00
1353,-617.00,125.00,-364.00,-972.00,176.00,18636.00,-2352.00
1370,-311.00,-202.00,-905.00,-636.00,-88.00,18372.00,-2352.00
1386,577.00,4.00,-756.00,-568.00,708.00,18952.00,-2368.00
1402,1317.00,-133.00,-483.00,-1044.00,344.00,18912.00,-2384.00
1419,1311.00,636.00,-422.00,-160.00,208.00,18232.00,-2400.00
1435,1213.00,1235.00,-196.00,-788.00,388.00,18280.00,-2400.00
1452,732.00,1217.00,-85.00,-1004.00,248.00,17588.00,-2384.00
1468,346.00,467.00,240.00,-1164.00,636.00,18464.00,-2384.00
1485,-1480.00,-2049.00,524.00,-1224.00,216.00,18960.00,-2352.00
1502,-3834.00,-2261.00,88.00,-124.00,-496.00,19268.00,-2368.00
1518,-4142.00,-347.00,-436.00,-444.00,-236.00,19204.00,-2400.00
1534,-3485.00,55.00,-919.00,-1148.00,48.00,18212.00,-2400.00
1551,-1704.00,931.00,-1888.00,-2636.00,596.00,17820.00,-2352.00
1567,-1518.00,-971.00,-3322.00,104.00,-236.00,17256.00,-2368.00
1585,-533.00,1400.00,-2134.00,-284.00,560.00,18060.00,-2384.00
1601,-327.00,-1076.00,-1590.00,-1832.00,368.00,19616.00,-2384.00
1617,-980.00,-4911.00,-2548.00,-1228.00,-40.00,19132.00,-2368.00
1634,-513.00,-1912.00,-1160.00,2000.00,-16.00,18636.00,-2416.00
1650,268.00,2300.00,535.00,-1056.00,-68.00,18200.00,-2368.00
1668,1371.00,-189.00,242.00,-1136.00,32.00,17984.00,-2400.00
1684,1290.00,-1662.00,127.00,-852.00,216.00,17748.00,-2400.00
1700,1197.00,-2144.00,-253.00,-588.00,-300.00,18644.00,-2416.00
1717,546.00,-2516.00,-1028.00,-152.00,-428.00,19024.00,-2400.00
1733,658.00,-4621.00,-1754.00,-576.00,-384.00,19280.00,-2368.00
1750,524.00,-4843.00,-2454.00,-1008.00,136.00,18704.00,-2384.00
1767,528.00,-3348.00,-1144.00,1516.00,188.00,18672.00,-2368.00
1783,488.00,1367.00,-81.00,56.00,-468.00,17572.00,-2384.00
1800,478.00,2475.00,-807.00,652.00,832.00,18756.00,-2352.00
1816,411.00,2391.00,-2336.00,-396.00,-1196.00,18548.00,-2384.00
1832,1245.00,2418.00,-1107.00,108.00,-172.00,19256.00,-2368.00
1850,2989.00,1143.00,265.00,-136.00,136.00,18460.00,-2384.00
1866,2560.00,966.00,971.00,-592.00,-152.00,18096.00,-2368.00
1883,2046.00,998.00,230.00,-444.00,184.00,18744.00,-2368.00
1899,891.00,567.00,-153.00,-396.00,-300.00,19016.00,-2400.00
1915,72.00,212.00,-252.00,-292.00,324.00,18800.00,-2368.00
1932,-237.00,9.00,-3.00,-292.00,492.00,18664.00,-2352.00
1948,-507.00,-640.00,116.00,-408.00,836.00,18248.00,-2368.00
1965,-762.00,-985.00,4.00,-288.00,360.00,18280.00,-2368.00
1981,-630.00,-336.00,-122.00,-116.00,256.00,18416.00,-2384.00
1997,-420.00,-260.00,-225.00,-312.00,-48.00,18568.00,-2384.00
2014,-86.00,-180.00,-560.00,-276.00,-8.00,18584.00,-2368.00
2030,-204.00,166.00,-639.00,48.00,144.00,19188.00,-2384.00
2046,55.00,183.00,-281.00,8.00,60.00,19208.00,-2352.00
