t,gx,gy,gz,ax,ay,az,temp
3,128.00,-338.00,-382.00,-432.00,-756.00,18752.00,-2608.00
59,443.00,-126.00,184.00,-616.00,-776.00,18380.00,-2608.00
115,-30.00,-162.00,-406.00,-480.00,-720.00,18556.00,-2576.00
172,263.00,-689.00,-32.00,-440.00,-468.00,18552.00,-2592.00
228,-413.00,-178.00,-391.00,-508.00,-692.00,18372.00,-2640.00
284,617.00,120.00,-403.00,-548.00,-672.00,18652.00,-2640.00
340,-570.00,-688.00,28.00,-176.00,-800.00,18056.00,-2624.00
397,641.00,-179.00,-437.00,-440.00,-608.00,19208.00,-2624.00
453,-361.00,-24.00,-234.00,-168.00,-572.00,18488.00,-2608.00
509,260.00,-49.00,-396.00,-308.00,-616.00,18656.00,-2592.00
567,61.00,-432.00,124.00,-148.00,-860.00,18320.00,-2592.00
623,542.00,168.00,-324.00,-504.00,-548.00,19512.00,-2640.00
679,-262.00,-144.00,7.00,-80.00,-664.00,18368.00,-2608.00
736,70.00,107.00,-469.00,-404.00,-700.00,18560.00,-2640.00
792,-81.00,-309.00,-278.00,-96.00,-604.00,19048.00,-2592.00
848,309.00,-34.00,-312.00,-104.00,-668.00,18180.00,-2608.00
905,-83.00,-720.00,-124.00,-200.00,-648.00,18972.00,-2592.00
961,-372.00,-220.00,-568.00,-240.00,-792.00,18340.00,-2640.00
1017,-96.00,-306.00,-301.00,4.00,-876.00,18376.00,-2608.00
1074,337.00,-31.00,-394.00,120.00,-780.00,18880.00,-2624.00
1130,-176.00,-379.00,-164.00,-120.00,-740.00,18352.00,-2608.00
1186,664.00,-170.00,-242.00,144.00,-624.00,18928.00,-2608.00
1243,-407.00,-249.00,-63.00,-268.00,-812.00,18292.00,-2576.00
1299,472.00,-337.00,-532.00,212.00,-816.00,19112.00,-2608.00
1356,-326.00,138.00,-266.00,-8.00,-808.00,18456.00,-2608.00
1413,213.00,-395.00,-49.00,452.00,-832.00,18216.00,-2608.00
1469,103.00,-319.00,-168.00,204.00,-828.00,18952.00,-2592.00
1525,503.00,-700.00,18.00,92.00,-584.00,18704.00,-2592.00
1582,-424.00,-210.00,-402.00,444.00,-856.00,18528.00,-2576.00
1638,111.00,-101.00,-310.00,492.00,-816.00,18808.00,-2624.00
1694,-158.00,-748.00,-69.00,416.00,-640.00,18840.00,-2624.00
1751,856.00,-32.00,-267.00,336.00,-596.00,18344.00,-2592.00
1807,-418.00,-414.00,-345.00,684.00,-760.00,18604.00,-2608.00
1864,402.00,43.00,-187.00,312.00,-688.00,18740.00,-2608.00
1921,-18.00,-473.00,-59.00,700.00,-852.00,18420.00,-2608.00
