t,gx,gy,gz,ax,ay,az,temp
3,-765.00,2397.00,296.00,3332.00,-624.00,18860.00,-3152.00
59,-501.00,1000.00,757.00,2712.00,-828.00,16264.00,-3168.00
115,553.00,1171.00,-146.00,1428.00,-476.00,19248.00,-3152.00
172,148.00,-857.00,-451.00,1320.00,-128.00,18592.00,-3152.00
228,579.00,581.00,124.00,2100.00,176.00,19236.00,-3168.00
285,91.00,-123.00,-224.00,2112.00,264.00,18560.00,-3168.00
342,42.00,115.00,7.00,1772.00,-84.00,18760.00,-3184.00
398,-470.00,-404.00,-233.00,1908.00,-172.00,18628.00,-3152.00
454,384.00,401.00,-74.00,2196.00,176.00,18956.00,-3168.00
510,-612.00,-48.00,-22.00,1916.00,-112.00,18280.00,-3168.00
567,-173.00,477.00,-232.00,1756.00,-376.00,18692.00,-3184.00
623,-216.00,402.00,-134.00,1964.00,-288.00,18448.00,-3168.00
679,517.00,42.00,14.00,1752.00,-240.00,18556.00,-3152.00
736,348.00,105.00,81.00,1644.00,-152.00,18772.00,-3184.00
792,357.00,374.00,144.00,1688.00,-76.00,18692.00,-3168.00
848,-136.00,-499.00,-400.00,1548.00,-72.00,18432.00,-3136.00
905,208.00,343.00,-173.00,2040.00,-240.00,18724.00,-3152.00
962,-2.00,127.00,-32.00,1552.00,-232.00,18616.00,-3168.00
1018,71.00,-162.00,-285.00,1976.00,-136.00,18348.00,-3168.00
1075,314.00,139.00,-69.00,1780.00,-244.00,18628.00,-3184.00
1131,182.00,127.00,-294.00,1812.00,-72.00,18520.00,-3168.00
1187,-150.00,350.00,243.00,1992.00,-132.00,18756.00,-3152.00
1244,-65.00,-113.00,-238.00,1304.00,-184.00,18280.00,-3168.00
1300,-214.00,-72.00,-317.00,1764.00,-252.00,18780.00,-3120.00
1357,-35.00,-113.00,-347.00,1852.00,-184.00,18464.00,-3168.00
1414,304.00,240.00,-16.00,1884.00,-144.00,18684.00,-3152.00
1470,122.00,27.00,-135.00,1744.00,-308.00,18612.00,-3200.00
1526,425.00,339.00,3.00,1896.00,-136.00,18716.00,-3184.00
1583,82.00,61.00,-31.00,1692.00,-228.00,18348.00,-3168.00
1639,50.00,318.00,222.00,1652.00,-316.00,18684.00,-3168.00
1695,15.00,434.00,125.00,1552.00,-124.00,18040.00,-3120.00
1752,306.00,173.00,71.00,1356.00,-160.00,18488.00,-3136.00
1808,69.00,-1408.00,-1200.00,1428.00,-240.00,19524.00,-3184.00
1865,351.00,-103.00,786.00,1720.00,-248.00,19052.00,-3152.00
1922,642.00,351.00,13.00,1084.00,100.00,19104.00,-3152.00
1978,-537.00,180.00,78.00,1588.00,256.00,18876.00,-3200.00
2034,187.00,569.00,-729.00,1744.00,148.00,17876.00,-3136.00
2091,681.00,-47.00,-400.00,1592.00,-176.00,18296.00,-3168.00
2148,599.00,580.00,-592.00,1924.00,-48.00,18748.00,-3136.00
