t,gx,gy,gz,ax,ay,az,temp
1453,83.00,-4.00,-155.00,784.00,12.00,18508.00,-2384.00
1469,96.00,-39.00,-169.00,852.00,-128.00,18784.00,-2336.00
1485,93.00,-16.00,-169.00,756.00,-216.00,18740.00,-2368.00
1502,90.00,5.00,-157.00,748.00,-16.00,18724.00,-2368.00
1518,85.00,5.00,-159.00,796.00,-220.00,18616.00,-2368.00
1534,67.00,-50.00,-193.00,848.00,-368.00,18692.00,-2336.00
1551,67.00,-17.00,-188.00,716.00,-196.00,19020.00,-2336.00
1567,90.00,-19.00,-202.00,840.00,40.00,18848.00,-2352.00
1584,82.00,36.00,-156.00,832.00,-68.00,18732.00,-2336.00
1600,88.00,50.00,-157.00,752.00,-196.00,18660.00,-2336.00
1616,79.00,-5.00,-161.00,648.00,-348.00,18516.00,-2352.00
1633,72.00,-39.00,-217.00,792.00,-176.00,18572.00,-2336.00
1649,91.00,-5.00,-201.00,724.00,40.00,18724.00,-2352.00
1666,69.00,8.00,-164.00,708.00,84.00,18764.00,-2352.00
1681,111.00,37.00,-152.00,704.00,-128.00,18592.00,-2320.00
1698,106.00,7.00,-142.00,788.00,-160.00,18656.00,-2384.00
1714,98.00,-15.00,-190.00,656.00,-268.00,18780.00,-2368.00
1730,88.00,-3.00,-183.00,1028.00,-88.00,18696.00,-2352.00
1746,64.00,23.00,-214.00,912.00,-60.00,18656.00,-2352.00
1763,91.00,23.00,-161.00,916.00,-152.00,18544.00,-2336.00
1779,74.00,3.00,-142.00,984.00,-248.00,18556.00,-2352.00
1796,79.00,-23.00,-193.00,772.00,-360.00,18768.00,-2336.00
1812,86.00,-5.00,-194.00,632.00,-316.00,18912.00,-2352.00
1828,77.00,7.00,-199.00,836.00,-64.00,18676.00,-2336.00
1845,90.00,9.00,-186.00,764.00,-40.00,18608.00,-2336.00
1861,91.00,-12.00,-178.00,788.00,-12.00,18652.00,-2368.00
1878,98.00,-6.00,-146.00,804.00,-192.00,18600.00,-2352.00
1894,95.00,-15.00,-187.00,568.00,-320.00,18948.00,-2368.00
1910,54.00,0.00,-198.00,760.00,-140.00,18796.00,-2368.00
1927,88.00,-11.00,-186.00,828.00,4.00,18500.00,-2352.00
1943,81.00,-6.00,-126.00,852.00,-64.00,18648.00,-2320.00
1958,106.00,13.00,-156.00,796.00,-172.00,18756.00,-2320.00
1975,80.00,2.00,-163.00,824.00,-380.00,18772.00,-2352.00
1991,78.00,23.00,-234.00,776.00,-224.00,18824.00,-2336.00
2008,77.00,-14.00,-219.00,836.00,-188.00,18496.00,-2336.00
2024,96.00,-2.00,-166.00,836.00,0.00,18680.00,-2336.00
2040,82.00,-5.00,-119.00,788.00,-136.00,18772.00,-2352.00
2057,93.00,4.00,-159.00,716.00,-212.00,18748.00,-2336.00
2073,60.00,15.00,-178.00,700.00,-268.00,18832.00,-2352.00
2089,82.00,-1.00,-197.00,812.00,-72.00,18564.00,-2368.00
2106,83.00,-7.00,-157.00,912.00,8.00,18652.00,-2336.00
2122,83.00,11.00,-159.00,728.00,-4.00,18644.00,-2368.00
2139,76.00,2.00,-162.00,840.00,-156.00,18800.00,-2336.00
2155,59.00,36.00,-158.00,768.00,-268.00,18732.00,-2352.00
2171,63.00,6.00,-181.00,852.00,-256.00,18484.00,-2336.00
2187,75.00,-40.00,-182.00,880.00,-228.00,18760.00,-2368.00
2203,92.00,-21.00,-202.00,808.00,-208.00,18796.00,-2368.00
2220,95.00,-8.00,-200.00,864.00,-144.00,18852.00,-2320.00
2236,78.00,28.00,-172.00,768.00,-180.00,18600.00,-2320.00
2252,108.00,21.00,-187.00,836.00,-248.00,18732.00,-2336.00
2269,78.00,-22.00,-212.00,760.00,-108.00,18612.00,-2336.00
2285,67.00,-3.00,-177.00,872.00,56.00,18860.00,-2352.00
2301,71.00,11.00,-138.00,840.00,-44.00,18816.00,-2352.00
2318,80.00,26.00,-143.00,900.00,-112.00,18656.00,-2368.00
2334,90.00,4.00,-121.00,824.00,-188.00,18596.00,-2384.00
2351,113.00,5.00,-189.00,836.00,-332.00,18752.00,-2368.00
2367,74.00,-4.00,-183.00,748.00,-140.00,18804.00,-2352.00
2383,100.00,-4.00,-165.00,804.00,-164.00,18796.00,-2320.00
2400,77.00,23.00,-163.00,888.00,-168.00,18744.00,-2336.00
2416,74.00,-7.00,-163.00,860.00,-264.00,18392.00,-2320.00
2433,82.00,-14.00,-181.00,824.00,-252.00,18652.00,-2368.00
2449,69.00,-23.00,-176.00,812.00,-176.00,18680.00,-2384.00
2465,102.00,15.00,-190.00,792.00,-120.00,18764.00,-2336.00
2482,92.00,7.00,-181.00,812.00,-108.00,18796.00,-2336.00
2498,91.00,-10.00,-171.00,856.00,-176.00,18464.00,-2304.00
2514,67.00,-27.00,-164.00,812.00,-192.00,18812.00,-2384.00
2531,92.00,20.00,-171.00,888.00,-160.00,18840.00,-2304.00
2547,96.00,-37.00,-195.00,824.00,-64.00,19012.00,-2352.00
2564,73.00,1.00,-180.00,804.00,-36.00,18676.00,-2336.00
2580,93.00,-3.00,-157.00,896.00,-168.00,18436.00,-2336.00
2595,102.00,-12.00,-134.00,828.00,-192.00,18632.00,-2352.00
2613,82.00,6.00,-172.00,792.00,-152.00,18964.00,-2336.00
2628,98.00,-10.00,-184.00,816.00,-260.00,18656.00,-2352.00
2644,102.00,2.00,-167.00,836.00,-124.00,18680.00,-2336.00
2661,82.00,10.00,-195.00,856.00,-160.00,18532.00,-2336.00
2677,95.00,-15.00,-171.00,948.00,-184.00,18708.00,-2352.00
2694,76.00,19.00,-158.00,776.00,-296.00,18968.00,-2336.00
2710,87.00,19.00,-155.00,780.00,-124.00,18728.00,-2320.00
2726,113.00,-4.00,-174.00,836.00,-52.00,18496.00,-2336.00
2743,84.00,2.00,-193.00,792.00,-40.00,18500.00,-2336.00
2759,99.00,-3.00,-178.00,860.00,-148.00,18700.00,-2320.00
2776,97.00,-21.00,-175.00,812.00,-168.00,18816.00,-2320.00
2792,63.00,13.00,-174.00,800.00,-200.00,18756.00,-2368.00
2808,68.00,41.00,-163.00,864.00,-276.00,18768.00,-2368.00
2825,98.00,8.00,-166.00,880.00,-128.00,18552.00,-2352.00
2841,83.00,-15.00,-170.00,860.00,-104.00,18728.00,-2352.00
2857,74.00,-4.00,-185.00,852.00,-148.00,18784.00,-2368.00
2874,97.00,21.00,-175.00,760.00,-196.00,18836.00,-2320.00
2890,89.00,8.00,-177.00,764.00,-176.00,18604.00,-2368.00
2907,84.00,31.00,-174.00,800.00,-104.00,18688.00,-2320.00
2923,85.00,-2.00,-192.00,824.00,-176.00,18584.00,-2368.00
2939,90.00,-3.00,-177.00,780.00,-68.00,18792.00,-2336.00
2956,100.00,8.00,-158.00,812.00,-48.00,18800.00,-2352.00
2971,68.00,35.00,-150.00,852.00,-124.00,18536.00,-2320.00
2988,85.00,-5.00,-170.00,880.00,-140.00,18584.00,-2368.00
3004,81.00,20.00,-157.00,776.00,-132.00,18836.00,-2352.00
3020,80.00,-13.00,-184.00,876.00,-156.00,18640.00,-2368.00
3037,58.00,11.00,-179.00,824.00,-132.00,18792.00,-2320.00
3053,84.00,4.00,-170.00,776.00,-148.00,18752.00,-2336.00
3069,81.00,9.00,-144.00,884.00,-124.00,18480.00,-2352.00
3086,75.00,-46.00,-183.00,832.00,-180.00,18640.00,-2336.00
3102,103.00,-24.00,-177.00,696.00,-104.00,18728.00,-2352.00
3119,101.00,14.00,-160.00,820.00,-92.00,18812.00,-2368.00
3135,69.00,7.00,-159.00,928.00,-160.00,18644.00,-2352.00
3151,81.00,27.00,-156.00,888.00,-236.00,18568.00,-2336.00
3168,94.00,-28.00,-178.00,848.00,-100.00,18732.00,-2352.00
3184,89.00,-24.00,-192.00,672.00,-72.00,18880.00,-2336.00
3201,76.00,46.00,-168.00,764.00,-64.00,18984.00,-2336.00
3217,82.00,-1.00,-182.00,916.00,-244.00,18528.00,-2352.00
3233,93.00,-22.00,-168.00,900.00,-176.00,18472.00,-2336.00
3250,87.00,-22.00,-163.00,780.00,-140.00,18768.00,-2352.00
3266,93.00,-8.00,-165.00,840.00,-72.00,18732.00,-2368.00
3282,98.00,23.00,-192.00,808.00,-36.00,18616.00,-2336.00
3299,61.00,-20.00,-169.00,812.00,-108.00,18692.00,-2320.00
3315,80.00,-43.00,-157.00,824.00,-108.00,18636.00,-2368.00
3332,93.00,19.00,-165.00,840.00,-160.00,18964.00,-2320.00
3348,64.00,0.00,-184.00,748.00,-176.00,18888.00,-2336.00
3363,71.00,18.00,-194.00,836.00,-16.00,18748.00,-2368.00
3380,87.00,23.00,-178.00,820.00,-192.00,18636.00,-2352.00
3396,89.00,11.00,-180.00,828.00,-148.00,18508.00,-2336.00
3412,82.00,-29.00,-160.00,796.00,-196.00,18580.00,-2352.00
3429,108.00,-34.00,-188.00,752.00,-100.00,18840.00,-2368.00
3445,84.00,3.00,-181.00,800.00,-160.00,18828.00,-2336.00
3462,69.00,9.00,-193.00,788.00,-160.00,18636.00,-2384.00
3478,100.00,-12.00,-177.00,900.00,-212.00,18624.00,-2352.00
3494,83.00,8.00,-173.00,852.00,-128.00,18768.00,-2320.00
3511,81.00,13.00,-175.00,876.00,-228.00,18764.00,-2336.00
3527,73.00,-12.00,-177.00,768.00,-64.00,18772.00,-2352.00
3544,91.00,20.00,-180.00,820.00,-172.00,18508.00,-2352.00
3560,88.00,-28.00,-161.00,864.00,-192.00,18636.00,-2336.00
3576,99.00,-34.00,-166.00,792.00,-92.00,18768.00,-2352.00
