t,gx,gy,gz,ax,ay,az,temp
3,350.00,140.00,-330.00,832.00,1260.00,18448.00,-1376.00
59,-144.00,-85.00,159.00,828.00,1452.00,18796.00,-1376.00
115,-103.00,-74.00,-526.00,656.00,1372.00,18492.00,-1376.00
172,-218.00,-48.00,-141.00,1004.00,1300.00,18680.00,-1360.00
228,-427.00,-86.00,-201.00,596.00,904.00,18580.00,-1360.00
284,-39.00,-136.00,-27.00,976.00,928.00,18480.00,-1360.00
340,27.00,-20.00,-107.00,288.00,1148.00,18436.00,-1360.00
397,29.00,-486.00,-406.00,620.00,1052.00,18708.00,-1376.00
453,273.00,-227.00,-325.00,944.00,1272.00,18388.00,-1360.00
510,-528.00,-184.00,231.00,1220.00,848.00,18396.00,-1376.00
567,282.00,123.00,-387.00,564.00,1540.00,18472.00,-1344.00
623,345.00,98.00,-598.00,1088.00,1092.00,18532.00,-1360.00
679,-53.00,12.00,-445.00,872.00,972.00,18604.00,-1376.00
736,506.00,124.00,-282.00,952.00,968.00,18396.00,-1344.00
792,-254.00,33.00,1.00,1008.00,916.00,18580.00,-1392.00
848,313.00,304.00,-120.00,736.00,1120.00,18280.00,-1360.00
905,135.00,90.00,267.00,436.00,1060.00,18512.00,-1344.00
961,309.00,-159.00,-241.00,688.00,1060.00,18152.00,-1344.00
1017,599.00,-155.00,-82.00,528.00,1288.00,18328.00,-1328.00
1074,240.00,-481.00,-210.00,1076.00,1192.00,18664.00,-1376.00
1131,368.00,-102.00,223.00,1184.00,1220.00,18420.00,-1360.00
1187,477.00,94.00,-325.00,1408.00,1620.00,18404.00,-1360.00
1244,-29.00,396.00,396.00,988.00,1640.00,18828.00,-1360.00
1300,-55.00,354.00,-612.00,612.00,1488.00,18680.00,-1344.00
1356,-17.00,381.00,209.00,1208.00,1160.00,18456.00,-1328.00
1414,37.00,67.00,-286.00,756.00,1756.00,18512.00,-1360.00
1470,466.00,822.00,-109.00,928.00,1360.00,18816.00,-1376.00
1526,-550.00,-27.00,-76.00,-72.00,1344.00,18404.00,-1344.00
1583,491.00,55.00,-501.00,584.00,920.00,18696.00,-1360.00
1639,-292.00,-381.00,-355.00,1072.00,1016.00,18332.00,-1392.00
1695,376.00,209.00,-21.00,1208.00,1324.00,18104.00,-1376.00
1752,372.00,197.00,-53.00,720.00,1540.00,18696.00,-1392.00
1809,199.00,-95.00,-236.00,260.00,1792.00,18860.00,-1376.00
1865,37.00,200.00,-707.00,824.00,1424.00,18520.00,-1344.00
1922,-91.00,222.00,-134.00,752.00,1332.00,18348.00,-1392.00
1978,163.00,207.00,-445.00,476.00,940.00,18248.00,-1376.00
2034,143.00,-14.00,-231.00,768.00,972.00,18568.00,-1376.00
2091,190.00,-79.00,0.00,536.00,1376.00,18324.00,-1360.00
2147,253.00,63.00,-192.00,864.00,1244.00,18460.00,-1360.00
2203,-214.00,-98.00,-325.00,804.00,1600.00,18544.00,-1344.00
2260,171.00,109.00,-244.00,596.00,1468.00,18732.00,-1344.00
2317,-397.00,-193.00,-164.00,796.00,1128.00,18264.00,-1328.00
2373,-129.00,-173.00,-487.00,564.00,1136.00,18632.00,-1392.00
2429,410.00,-56.00,-164.00,856.00,1184.00,18464.00,-1360.00
2486,650.00,-58.00,-312.00,500.00,1240.00,18444.00,-1376.00
2542,90.00,-426.00,-315.00,1104.00,1144.00,18568.00,-1360.00
2599,586.00,291.00,-295.00,1396.00,1584.00,18468.00,-1360.00
2656,107.00,22.00,342.00,556.00,1464.00,18268.00,-1360.00
2712,100.00,-87.00,276.00,648.00,1440.00,18088.00,-1376.00
2768,278.00,157.00,-558.00,940.00,1464.00,18400.00,-1344.00
2825,-437.00,75.00,370.00,796.00,1532.00,18528.00,-1376.00
2881,415.00,181.00,-575.00,400.00,1472.00,18612.00,-1360.00
2938,-27.00,-199.00,-221.00,968.00,1292.00,18356.00,-1392.00
2995,95.00,105.00,-452.00,1024.00,1324.00,18340.00,-1376.00
3051,61.00,243.00,140.00,1036.00,1628.00,18536.00,-1392.00
3107,-352.00,-290.00,-338.00,548.00,1288.00,18328.00,-1360.00
3164,66.00,-150.00,-436.00,844.00,1092.00,18360.00,-1392.00
3220,313.00,168.00,-358.00,960.00,1248.00,18528.00,-1376.00
3277,46.00,57.00,170.00,692.00,1392.00,18452.00,-1376.00
3334,201.00,146.00,-586.00,852.00,1540.00,18516.00,-1328.00
3390,-391.00,80.00,-71.00,836.00,1456.00,18900.00,-1376.00
3446,-47.00,116.00,-623.00,600.00,1136.00,18612.00,-1360.00
3503,-145.00,86.00,-165.00,1008.00,1044.00,18384.00,-1360.00
3559,260.00,374.00,-374.00,752.00,1140.00,18196.00,-1344.00
3615,-94.00,-104.00,-65.00,660.00,1288.00,18220.00,-1344.00
3673,175.00,137.00,-62.00,612.00,1396.00,18300.00,-1392.00
3729,-234.00,-287.00,-11.00,320.00,1448.00,18508.00,-1376.00
3785,271.00,2.00,-272.00,960.00,1412.00,18532.00,-1376.00
3842,-231.00,-266.00,-354.00,796.00,1204.00,18524.00,-1360.00
3898,301.00,-1.00,-406.00,1036.00,1080.00,18704.00,-1344.00
3954,-124.00,-9.00,-170.00,1096.00,992.00,18416.00,-1344.00
4011,-94.00,184.00,-178.00,1028.00,932.00,18288.00,-1360.00
4068,117.00,330.00,-235.00,516.00,1528.00,18360.00,-1376.00
4124,-204.00,5.00,-169.00,784.00,1220.00,18640.00,-1344.00
4180,111.00,261.00,11.00,728.00,1208.00,17880.00,-1392.00
4237,77.00,151.00,-1.00,668.00,1352.00,18424.00,-1344.00
4293,69.00,464.00,65.00,548.00,1056.00,18596.00,-1376.00
4349,147.00,736.00,3.00,272.00,1164.00,18688.00,-1360.00
4406,-241.00,347.00,-264.00,444.00,1256.00,18928.00,-1312.00
4462,219.00,881.00,-320.00,1148.00,920.00,18480.00,-1344.00
4518,-28.00,193.00,-36.00,916.00,1100.00,18028.00,-1344.00
4576,252.00,623.00,742.00,680.00,1500.00,18684.00,-1360.00
4632,616.00,957.00,148.00,8.00,1296.00,18272.00,-1360.00
4688,-202.00,367.00,1120.00,-88.00,864.00,19044.00,-1376.00
4745,1024.00,20.00,1335.00,-868.00,876.00,17720.00,-1360.00
4801,1377.00,179.00,214.00,1116.00,408.00,18016.00,-1360.00
4857,-503.00,-402.00,2619.00,-2228.00,3992.00,18548.00,-1360.00
4915,442.00,-3629.00,8095.00,2620.00,644.00,18500.00,-1376.00
4971,30.00,4783.00,-3099.00,-2320.00,2760.00,16784.00,-1408.00
5027,3703.00,-4588.00,1433.00,900.00,2700.00,19024.00,-1360.00
5085,-42.00,-8793.00,6048.00,1132.00,2576.00,16600.00,-1344.00
5141,5971.00,3132.00,-1466.00,4140.00,3080.00,19248.00,-1360.00
5197,-3807.00,1443.00,2346.00,-396.00,896.00,19240.00,-1376.00
5255,-131.00,4325.00,-3720.00,880.00,1444.00,18576.00,-1360.00
5311,172.00,2417.00,-854.00,3872.00,1248.00,19260.00,-1360.00
5367,2713.00,2739.00,-5728.00,3560.00,2776.00,17368.00,-1376.00
5425,-1524.00,-1030.00,-1088.00,3784.00,880.00,20884.00,-1392.00
5481,-2597.00,-1450.00,42.00,4.00,1964.00,18616.00,-1344.00
5537,-2380.00,2937.00,1817.00,224.00,1640.00,17420.00,-1360.00
5594,1261.00,3726.00,3623.00,-96.00,1308.00,17440.00,-1376.00
5651,-3180.00,1416.00,5067.00,836.00,980.00,17668.00,-1376.00
5707,3565.00,3273.00,-1780.00,-872.00,1404.00,17860.00,-1360.00
5764,2614.00,6452.00,-5881.00,-932.00,1700.00,17748.00,-1376.00
5821,2397.00,4878.00,-918.00,-564.00,2308.00,17552.00,-1360.00
5877,-9204.00,-13333.00,6118.00,16.00,-2640.00,15152.00,-1376.00
5934,-1317.00,2584.00,1575.00,1796.00,3056.00,18248.00,-1360.00
5991,-1097.00,2647.00,-4691.00,48.00,1036.00,19356.00,-1376.00
6047,-1987.00,-1019.00,-4550.00,1024.00,2052.00,18488.00,-1376.00
6104,1649.00,-3523.00,-3723.00,-176.00,1848.00,18000.00,-1376.00
6161,-1463.00,-6377.00,-8635.00,628.00,2188.00,18180.00,-1360.00
6217,-1586.00,-5414.00,-2852.00,92.00,1344.00,18656.00,-1376.00
6274,-543.00,-1716.00,-4409.00,2584.00,2064.00,17132.00,-1376.00
6331,3186.00,-1586.00,-4168.00,1004.00,1612.00,19464.00,-1360.00
6387,766.00,6312.00,-463.00,2944.00,1880.00,18700.00,-1344.00
6444,-1563.00,-1433.00,-763.00,1644.00,1552.00,19332.00,-1344.00
6501,-7542.00,-5204.00,5013.00,3624.00,392.00,18332.00,-1360.00
6557,-3410.00,1156.00,-3129.00,2072.00,336.00,17552.00,-1376.00
6614,-3734.00,12793.00,-787.00,4248.00,-476.00,17336.00,-1360.00
