t,gx,gy,gz,ax,ay,az,temp
3,750.00,1154.00,-1390.00,760.00,316.00,18688.00,-1648.00
59,949.00,2596.00,99.00,232.00,-68.00,18260.00,-1600.00
115,-845.00,1123.00,878.00,512.00,-116.00,18516.00,-1600.00
172,232.00,599.00,41.00,48.00,512.00,18792.00,-1584.00
228,909.00,232.00,309.00,120.00,804.00,18676.00,-1552.00
284,-281.00,698.00,-57.00,-772.00,-128.00,18836.00,-1568.00
340,-1046.00,-1416.00,673.00,384.00,-356.00,19520.00,-1568.00
397,-485.00,2544.00,-281.00,-496.00,28.00,18060.00,-1504.00
453,299.00,86.00,375.00,-204.00,-108.00,18312.00,-1552.00
510,718.00,581.00,-517.00,-280.00,316.00,18736.00,-1552.00
567,571.00,-145.00,-96.00,-160.00,148.00,18424.00,-1568.00
623,335.00,102.00,-442.00,-308.00,328.00,18440.00,-1536.00
679,1607.00,-2713.00,107.00,836.00,452.00,18468.00,-1536.00
736,-692.00,-345.00,12.00,-772.00,660.00,18788.00,-1536.00
792,863.00,198.00,-79.00,240.00,752.00,18604.00,-1568.00
848,286.00,499.00,-190.00,104.00,604.00,18948.00,-1568.00
905,-233.00,-310.00,-99.00,88.00,320.00,18628.00,-1552.00
961,544.00,-113.00,9.00,-348.00,64.00,18132.00,-1584.00
1017,71.00,671.00,-383.00,-308.00,460.00,18552.00,-1568.00
1074,220.00,-713.00,318.00,-312.00,652.00,18528.00,-1552.00
1130,120.00,365.00,-283.00,12.00,524.00,18708.00,-1568.00
1186,341.00,-6.00,-209.00,-192.00,444.00,18284.00,-1600.00
1243,160.00,312.00,-332.00,-536.00,336.00,18196.00,-1616.00
1300,206.00,-7.00,199.00,-1020.00,48.00,18472.00,-1568.00
1356,-194.00,-129.00,-121.00,-312.00,280.00,18680.00,-1568.00
1413,-760.00,768.00,362.00,92.00,644.00,19044.00,-1584.00
1469,-1479.00,773.00,-914.00,-1508.00,784.00,18872.00,-1568.00
1525,-1015.00,-323.00,-890.00,344.00,388.00,18900.00,-1600.00
1582,-395.00,-1763.00,-7.00,76.00,492.00,16204.00,-1552.00
1638,-942.00,11610.00,517.00,980.00,172.00,18512.00,-1584.00
