time,seconds_elapsed,z,y,x
1750928835784098000,0.26009814453125,0.0824667438864708,0.019394956529140472,-0.18600831925868988
1750928835812333600,0.28833349609375,0.21807873249053955,-0.15042544901371002,-0.09315688163042068
1750928835831157200,0.3071572265625,0.2009745091199875,-0.08078686892986298,0.05940660089254379
1750928835849981000,0.32598095703125,0.17287473380565643,-0.11499529331922531,0.1363755613565445
1750928835868804900,0.344804931640625,0.10567960888147354,-0.09789107739925385,0.09605848789215088
1750928835887628500,0.363628662109375,0.0409279391169548,0.002290742937475443,0.08384118974208832
1750928835906452200,0.3824521484375,0.009162971749901772,0.12431098520755768,0.039858926087617874
1750928835925276000,0.40127587890625,-0.01649334840476513,0.16707152128219604,0.016646064817905426
1750928835944099600,0.420099609375,-0.017715077847242355,0.08399390429258347,0.03130681812763214
1750928835962923300,0.43892333984375,0.029932374134659767,-0.06856957077980042,0.039858926087617874
1750928835981747000,0.457746826171875,0.05803215503692627,-0.06490438431501389,0.045967575162649155
1750928836000571000,0.47657080078125,0.0360410213470459,0.05833758786320686,0.06062832847237587
1750928836019394600,0.49539453125,-0.02626718580722809,0.21838416159152985,0.06795870512723923
1750928836038218200,0.51421826171875,-0.0665842592716217,0.28435754776000977,0.010537417605519295
1750928836057042000,0.5330419921875,-0.0665842592716217,0.24526220560073853,-0.061391908675432205
1750928836075865600,0.551865478515625,-0.07269290834665298,0.20372340083122253,-0.12125665694475174
1750928836094689300,0.570689208984375,-0.08124501258134842,0.19639302790164948,-0.13225223124027252
1750928836113513200,0.58951318359375,-0.09468404203653336,0.21227550506591797,-0.13469567894935608
1750928836132337000,0.6083369140625,-0.07147117704153061,0.17073670029640198,-0.1127045527100563
1750928836151160600,0.62716064453125,-0.05192350596189499,0.10109812021255493,-0.05894844979047775
1750928836169984300,0.645984375,-0.007941242307424545,0.03145953640341759,-0.035735588520765305
1750928836188808000,0.664807861328125,0.001832594396546483,0.004734201822429895,-0.009010255336761475
1750928836207632000,0.6836318359375,-0.006719512399286032,0.03634645417332649,0.008093958720564842
1750928836226455600,0.70245556640625,-0.017715077847242355,0.06933315098285675,-0.005345067009329796
1750928836245279200,0.721279296875,-0.025045456364750862,0.054672397673130035,-0.03940077871084213
1750928836264103000,0.74010302734375,-0.047036588191986084,0.07422006875276566,-0.03817904740571976
1750928836282926600,0.758926513671875,-0.05803215503692627,0.07055488228797913,-0.03817904740571976
1750928836301750500,0.77775048828125,-0.025045456364750862,-0.009926552884280682,-0.04550942778587341
1750928836320574200,0.79657421875,-0.029932374134659767,-0.02214384824037552,-0.024740023538470268
1750928836339398000,0.81539794921875,-0.01649334840476513,-0.016035201027989388,-0.01740964688360691
1750928836358221600,0.8342216796875,-0.02260199747979641,-0.0001527161948615685,-0.007788525894284248
1750928836377045200,0.853045166015625,-0.0409279391169548,0.04016435891389847,-0.006566796451807022
1750928836395869200,0.871869140625,-0.029932374134659767,0.030390523374080658,-0.009010255336761475
1750928836414692900,0.89069287109375,-0.07024945318698883,0.10598503798246384,-0.018631376326084137
1750928836433516500,0.9095166015625,-0.03848448023200035,0.0668896958231926,-0.019853105768561363
1750928836452340200,0.92834033203125,-0.025045456364750862,0.018173227086663246,-0.01511890348047018
1750928836471164000,0.947163818359375,-0.049480047076940536,0.06933315098285675,-0.031001387163996696
1750928836489987600,0.965987548828125,-0.015271619893610477,0.002290742937475443,-0.04306596517562866
1750928836508811500,0.9848115234375,-0.006719512399286032,0.007177661173045635,-0.013744457624852657
1750928836527635200,1.00363525390625,-0.043371398001909256,0.08399390429258347,0.0154243353754282
1750928836546459000,1.022458984375,-0.025045456364750862,0.025503603741526604,0.004428769461810589
1750928836565282600,1.041282470703125,-0.0616973415017128,0.024281874299049377,-0.041844237595796585
1750928836584106500,1.0601064453125,-0.07635809481143951,0.06811141967773438,-0.08949168771505356
1750928836612342000,1.088342041015625,-0.020158538594841957,0.014508038759231567,-0.024740023538470268
1750928836631165700,1.107165771484375,-0.037262752652168274,0.10354158282279968,-0.006566796451807022
1750928836649989400,1.1259892578125,-0.031154103577136993,0.07299833744764328,0.020311253145337105
1750928836668813300,1.144813232421875,-0.037262752652168274,0.03390299528837204,0.0019853105768561363
1750928836687637000,1.163636962890625,-0.07880155742168427,0.08521563559770584,-0.07605266571044922
1750928836706460700,1.182460693359375,-0.06536252796649933,0.0668896958231926,-0.0821613147854805
1750928836725284400,1.201284423828125,-0.049480047076940536,-0.0038179049734026194,0.0154243353754282
1750928836744108300,1.2201083984375,0.006719512399286032,-0.02458730712532997,0.09117157012224197
1750928836762932000,1.238931884765625,0.010384701192378998,0.01695149764418602,0.09239330142736435
1750928836781755600,1.257755615234375,-0.004276053514331579,0.032681263983249664,0.06673697382211685
1750928836800579300,1.276579345703125,-0.049480047076940536,0.12431098520755768,0.0032070400193333626
1750928836819403000,1.295403076171875,-0.08368847519159317,0.30634868144989014,-0.019853105768561363
1750928836838227000,1.31422705078125,-0.07269290834665298,0.22693626582622528,0.026419902220368385
1750928836857050600,1.333050537109375,-0.027488915249705315,0.029016077518463135,0.03497200831770897
1750928836875874300,1.351874267578125,-0.0616973415017128,0.038789913058280945,-0.016340631991624832
1750928836894698000,1.370697998046875,-0.11667517572641373,0.16584978997707367,-0.057726722210645676
1750928836913521700,1.389521728515625,-0.09957095980644226,0.2367101013660431,-0.08460476994514465
1750928836932345600,1.408345703125,-0.05803215503692627,0.14019346237182617,-0.041844237595796585
1750928836951169300,1.427169189453125,-0.03848448023200035,0.19761475920677185,0.0032070400193333626
