time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1751620571013256000,0.143255859375,0.5366455912590027,0.0038878752384334803,-0.0021546343341469765,0.8437960147857666,0.008873814716935158,-0.000536678358912468,-1.1329236030578613
1751620571032079600,0.16207958984375,0.5372443795204163,0.005729495547711849,0.003774682292714715,0.8433987498283386,0.005609114654362202,-0.012523731216788292,-1.1343278884887695
1751620571060314600,0.190314697265625,0.5451571345329285,0.0064219203777611256,0.0011650893138721585,0.8383084535598755,0.00949731096625328,-0.008955439552664757,-1.153138279914856
1751620571107373300,0.237373291015625,0.5355756878852844,0.008486542850732803,0.003819939913228154,0.8444359302520752,0.01024236623197794,-0.015542387031018734,-1.1303539276123047
1751620571135608600,0.265608642578125,0.5383933186531067,0.009028565138578415,0.0036514068488031626,0.8426374197006226,0.011285489425063133,-0.015876129269599915,-1.1370296478271484
1751620571154432000,0.284431884765625,0.5395588278770447,0.008862068876624107,0.002671579597517848,0.8418970108032227,0.012040430679917336,-0.014062068425118923,-1.139796257019043
1751620571173255400,0.30325537109375,0.5393162369728088,0.008768253959715366,0.0030089467763900757,0.8420522809028625,0.011522579938173294,-0.01452561467885971,-1.13922119140625
1751620571192079000,0.3220791015625,0.5382110476493835,0.008708255365490913,0.003915217239409685,0.8427560329437256,0.010464969091117382,-0.015973584726452827,-1.1366007328033447
1751620571210902500,0.340902587890625,0.5399764776229858,0.008541135117411613,0.003876002039760351,0.841627836227417,0.010192454792559147,-0.015748977661132812,-1.1407945156097412
1751620571229726000,0.359725830078125,0.5407276153564453,0.008337647654116154,0.003161623841151595,0.8411504626274109,0.010608566924929619,-0.014336085878312588,-1.1425787210464478
1751620571248549400,0.37854931640625,0.5406123399734497,0.00826692208647728,0.002963912207633257,0.8412259817123413,0.010705286636948586,-0.013925489969551563,-1.1423046588897705
1751620571267372800,0.397372802734375,0.540064811706543,0.008466904982924461,0.003532250178977847,0.8415734171867371,0.010437133722007275,-0.01509122271090746,-1.1410034894943237
1751620571286196200,0.4161962890625,0.5392228960990906,0.00865102931857109,0.003877780167385936,0.842109739780426,0.010389750823378563,-0.01586136408150196,-1.1390032768249512
1751620571305020000,0.43502001953125,0.5392093658447266,0.008739105425775051,0.003589656436815858,0.8421187996864319,0.010849089361727238,-0.015470867045223713,-1.1389693021774292
1751620571323843300,0.45384326171875,0.5405007004737854,0.008784347213804722,0.003344594268128276,0.841291069984436,0.01116638258099556,-0.015124022029340267,-1.1420365571975708
1751620571342666800,0.472666748046875,0.540144681930542,0.008875873871147633,0.0035969913005828857,0.8415176868438721,0.011054194532334805,-0.015643015503883362,-1.1411904096603394
1751620571361490200,0.491490234375,0.5396624207496643,0.00898012425750494,0.00393246952444315,0.8418244123458862,0.010876625776290894,-0.01631409488618374,-1.1400450468063354
1751620571380313900,0.51031396484375,0.5390230417251587,0.008930583484470844,0.0038294189143925905,0.8422349691390991,0.010916637256741524,-0.01607881486415863,-1.138526201248169
1751620571399137300,0.52913720703125,0.5389202833175659,0.008801084011793137,0.0035359724424779415,0.8423033356666565,0.011016687378287315,-0.015443502925336361,-1.138282060623169
1751620571417960700,0.547960693359375,0.5393489003181458,0.008753417991101742,0.003529421053826809,0.8420295119285583,0.010935606434941292,-0.015386654064059258,-1.1393003463745117
1751620571436784000,0.5667841796875,0.5390768647193909,0.00877683237195015,0.0037844988983124495,0.842202365398407,0.010705014690756798,-0.01583806425333023,-1.138655185699463
1751620571465019400,0.595019287109375,0.5407139658927917,0.008797393180429935,0.0037641339004039764,0.8411520719528198,0.01073080487549305,-0.015846827998757362,-1.1425449848175049
1751620571483842800,0.6138427734375,0.5404316782951355,0.008778966031968594,0.003600904019549489,0.8413344025611877,0.010881536640226841,-0.015548618510365486,-1.1418733596801758
1751620571502666200,0.632666259765625,0.5407953858375549,0.008822456002235413,0.003692261641845107,0.8410997986793518,0.010849174112081528,-0.015754060819745064,-1.1427381038665771
1751620571521490000,0.651489990234375,0.5406768321990967,0.008916757069528103,0.0039105587638914585,0.8411740064620972,0.010774017311632633,-0.016221800819039345,-1.1424564123153687
1751620571540313300,0.670313232421875,0.5415926575660706,0.008961174637079239,0.00390788447111845,0.8405842185020447,0.010833929292857647,-0.016277143731713295,-1.1446343660354614
1751620571559136800,0.68913671875,0.5410667061805725,0.008924315683543682,0.003793759737163782,0.8409237861633301,0.01090560294687748,-0.01603851281106472,-1.1433831453323364
1751620571577960200,0.707960205078125,0.5412149429321289,0.008895531296730042,0.003743816865608096,0.8408288955688477,0.010908419266343117,-0.015925278887152672,-1.143735647201538
1751620571596783600,0.72678369140625,0.5410130620002747,0.008863876573741436,0.003891556989401579,0.8409584760665894,0.01069913525134325,-0.01613692194223404,-1.143256425857544
1751620571615607300,0.745607177734375,0.5409562587738037,0.008853698149323463,0.003965840674936771,0.8409947752952576,0.010602733120322227,-0.016250144690275192,-1.1431217193603516
1751620571634430700,0.7644306640625,0.5411830544471741,0.008794437162578106,0.0038261881563812494,0.8408501148223877,0.010649827308952808,-0.015953978523612022,-1.1436609029769897
1751620571653254100,0.783254150390625,0.5412713289260864,0.00878105964511633,0.003756643272936344,0.8407937288284302,0.010700937360525131,-0.01582365669310093,-1.1438707113265991
1751620571672077600,0.80207763671875,0.5411479473114014,0.008804926648736,0.0038457298651337624,0.8408725261688232,0.010646986775100231,-0.01599775440990925,-1.1435774564743042
1751620571700312800,0.830312744140625,0.5408844351768494,0.00889891292899847,0.003968503791838884,0.8410404920578003,0.010677309706807137,-0.01630263403058052,-1.1429505348205566
1751620571719136300,0.84913623046875,0.5409804582595825,0.008887112140655518,0.003888488747179508,0.8409792184829712,0.010742168873548508,-0.01615648716688156,-1.1431785821914673
1751620571737960000,0.8679599609375,0.5410133004188538,0.008884761482477188,0.0038584906142205,0.8409582376480103,0.0107700414955616,-0.01610390469431877,-1.143256664276123
1751620571756783400,0.886783447265625,0.5408980846405029,0.00890042632818222,0.003952112514525652,0.8410317301750183,0.010697321966290474,-0.016276869922876358,-1.1429829597473145
1751620571775606800,0.905606689453125,0.5408430099487305,0.008902962319552898,0.00400468148291111,0.8410668969154358,0.010645792819559574,-0.0163673497736454,-1.1428521871566772
1751620571794430200,0.92443017578125,0.5409714579582214,0.00885512214154005,0.00394802400842309,0.8409850597381592,0.010624111630022526,-0.01622190698981285,-1.143157720565796
1751620571813253600,0.943253662109375,0.5411199927330017,0.00882244948297739,0.003846921259537339,0.8408903479576111,0.010675705969333649,-0.016018372029066086,-1.1435109376907349
1751620571832077300,0.962077392578125,0.5410940647125244,0.008819938637316227,0.0038774500135332346,0.8409068584442139,0.010638936422765255,-0.016066672280430794,-1.143449306488037
1751620571850900700,0.980900634765625,0.5409257411956787,0.008869048207998276,0.003973028156906366,0.8410142064094543,0.010621371679008007,-0.016278456896543503,-1.1430491209030151
1751620571869724200,0.99972412109375,0.5408806800842285,0.008897434920072556,0.003974714782088995,0.8410428762435913,0.010668177157640457,-0.016311435028910637,-1.1429417133331299
1751620571888547600,1.018547607421875,0.5409260392189026,0.00891620758920908,0.0038986147847026587,0.8410138487815857,0.01078120805323124,-0.016204306855797768,-1.1430490016937256
1751620571907371300,1.037371337890625,0.5408650040626526,0.008941428735852242,0.003921611700206995,0.8410527110099792,0.01079993974417448,-0.016269491985440254,-1.1429038047790527
1751620571926194700,1.056194580078125,0.5407084822654724,0.008984103798866272,0.00401521660387516,0.8411524891853333,0.010773549787700176,-0.016471127048134804,-1.1425317525863647
1751620571945018000,1.07501806640625,0.5406931638717651,0.008988427929580212,0.004024113994091749,0.8411622047424316,0.010771501809358597,-0.016490574926137924,-1.1424952745437622
1751620571963841500,1.093841552734375,0.5408412218093872,0.008954222314059734,0.003925927449017763,0.841067910194397,0.01081725675612688,-0.016290290281176567,-1.1428471803665161
1751620571982665200,1.112665283203125,0.5409150719642639,0.008930819109082222,0.0038869469426572323,0.8410208225250244,0.010818623937666416,-0.016200343146920204,-1.1430227756500244
1751620572001488600,1.131488525390625,0.5408791899681091,0.008918008767068386,0.003943903371691704,0.8410437703132629,0.010736150667071342,-0.016281841322779655,-1.1429377794265747
1751620572020312000,1.15031201171875,0.5408096313476562,0.008931811898946762,0.003993568941950798,0.8410881161689758,0.010707002133131027,-0.01637943834066391,-1.1427725553512573
1751620572039135500,1.169135498046875,0.5408573150634766,0.008931634947657585,0.003944896161556244,0.8410576581954956,0.010758424177765846,-0.016297971829771996,-1.142885684967041
1751620572057959000,1.187958984375,0.5409077405929565,0.008933914825320244,0.0038895944599062204,0.8410254716873169,0.01082110870629549,-0.01620805263519287,-1.14300537109375
1751620572076782600,1.206782470703125,0.5408482551574707,0.00895002856850624,0.003925310913473368,0.8410634398460388,0.010810731910169125,-0.016284804791212082,-1.1428638696670532
1751620572095606000,1.22560595703125,0.5407315492630005,0.008987868204712868,0.003985630813986063,0.8411377668380737,0.010811426676809788,-0.016425715759396553,-1.142586350440979
1751620572114429400,1.244429443359375,0.5406896471977234,0.00902266800403595,0.003973914310336113,0.8411644101142883,0.010883472859859467,-0.016443097963929176,-1.1424864530563354
1751620572133252900,1.2632529296875,0.540743350982666,0.009026364423334599,0.003912932239472866,0.8411300778388977,0.010954591445624828,-0.01634519174695015,-1.1426137685775757
1751620572152076500,1.28207666015625,0.5407531261444092,0.009012793190777302,0.003924266900867224,0.8411239385604858,0.010919308289885521,-0.016349710524082184,-1.1426372528076172
1751620572170900000,1.30089990234375,0.5407198667526245,0.009001743979752064,0.003975806292146444,0.8411451578140259,0.010845626704394817,-0.016424041241407394,-1.1425584554672241
1751620572189723400,1.319723388671875,0.5407654047012329,0.008981164544820786,0.003961379639804363,0.841116189956665,0.010825715959072113,-0.016378099098801613,-1.1426668167114258
1751620572208546800,1.338546875,0.5408318638801575,0.008973663672804832,0.0039049487095326185,0.841073751449585,0.010872839950025082,-0.016275905072689056,-1.142824649810791
1751620572227370200,1.357370361328125,0.5408326983451843,0.008966336958110332,0.00391565402969718,0.8410732746124268,0.01084891613572836,-0.016286000609397888,-1.142826795578003
1751620572246194000,1.37619384765625,0.540780782699585,0.008967776782810688,0.003966646734625101,0.8411064147949219,0.01079719327390194,-0.01637267880141735,-1.1427035331726074
1751620572265017300,1.395017333984375,0.5407165288925171,0.008998151868581772,0.003984874114394188,0.8411473035812378,0.01082984171807766,-0.016435369849205017,-1.1425505876541138
1751620572283840800,1.4138408203125,0.5407326817512512,0.009008409455418587,0.003952167462557554,0.8411369919776917,0.01088215783238411,-0.01639164611697197,-1.14258873462677
1751620572302664200,1.432664306640625,0.5407598614692688,0.00900513306260109,0.003929371014237404,0.841119647026062,0.010900769382715225,-0.016350099816918373,-1.1426533460617065
1751620572321488000,1.45148779296875,0.5407484173774719,0.008994407951831818,0.0039579784497618675,0.8411269783973694,0.010852008126676083,-0.0163864828646183,-1.1426262855529785
1751620572340311300,1.470311279296875,0.5407063364982605,0.008995874784886837,0.003998873755335808,0.8411538004875183,0.01081106998026371,-0.016456332057714462,-1.1425265073776245
1751620572359134700,1.489134765625,0.5407524108886719,0.008975456468760967,0.003983729053288698,0.8411244750022888,0.010792192071676254,-0.016409358009696007,-1.1426360607147217
1751620572377958100,1.507958251953125,0.5408021807670593,0.008963416330516338,0.003951531369239092,0.8410927653312683,0.010805788449943066,-0.016342807561159134,-1.1427544355392456
1751620572396781800,1.52678173828125,0.5407810211181641,0.00897172186523676,0.0039602359756827354,0.8411062359809875,0.010810759849846363,-0.01636616326868534,-1.1427040100097656
1751620572415605200,1.545605224609375,0.5407434105873108,0.00898064486682415,0.003984782844781876,0.8411301970481873,0.010799958370625973,-0.016416629776358604,-1.1426146030426025
1751620572434428700,1.5644287109375,0.540732741355896,0.008989005349576473,0.003982617985457182,0.8411369919776917,0.010816574096679688,-0.016421891748905182,-1.1425892114639282
1751620572453252000,1.583252197265625,0.5407393574714661,0.009014269337058067,0.003936054650694132,0.8411327004432678,0.010909311473369598,-0.01637096144258976,-1.1426044702529907
1751620572472075500,1.602075439453125,0.5407203435897827,0.009022310376167297,0.003942918963730335,0.8411448001861572,0.010915788821876049,-0.016390958800911903,-1.142559289932251
1751620572490899200,1.620899169921875,0.5406891107559204,0.009018801152706146,0.0039805397391319275,0.8411647081375122,0.010869809426367283,-0.016450054943561554,-1.14248526096344
1751620572509722600,1.63972265625,0.5406543612480164,0.009038914926350117,0.0039845737628638744,0.8411868214607239,0.010899973101913929,-0.016478145495057106,-1.1424024105072021
1751620572537958000,1.6679580078125,0.5407564043998718,0.009009221568703651,0.003926503472030163,0.8411217927932739,0.010910816490650177,-0.016349652782082558,-1.142645001411438
1751620572556781300,1.68678125,0.5407765507698059,0.00898918230086565,0.003937363158911467,0.841109037399292,0.01086496189236641,-0.016346510499715805,-1.1426931619644165
1751620572575604700,1.705604736328125,0.5407321453094482,0.009004431776702404,0.003958960063755512,0.8411373496055603,0.010868129320442677,-0.01639876514673233,-1.1425875425338745
1751620572594428200,1.72442822265625,0.5407310128211975,0.008999664336442947,0.003967592492699623,0.8411380648612976,0.010850793682038784,-0.01640811748802662,-1.1425849199295044
1751620572613251600,1.74325146484375,0.5407540798187256,0.008988592773675919,0.00396134564653039,0.8411234021186829,0.010838471353054047,-0.01638593152165413,-1.1426398754119873
1751620572632075300,1.7620751953125,0.5407491326332092,0.00899716280400753,0.003952920436859131,0.8411265015602112,0.010862099006772041,-0.01638096012175083,-1.1426279544830322
1751620572650898700,1.780898681640625,0.5407056212425232,0.009017002768814564,0.0039664376527071,0.8411542177200317,0.010881711728870869,-0.016424596309661865,-1.1425244808197021
1751620572669722000,1.79972216796875,0.540668785572052,0.009032018482685089,0.003980597015470266,0.8411776423454285,0.010892386548221111,-0.01646418310701847,-1.1424367427825928
1751620572688545800,1.8185458984375,0.5406871438026428,0.009022077545523643,0.003977417014539242,0.8411659598350525,0.010878738015890121,-0.01644831895828247,-1.142480492591858
1751620572707369200,1.837369140625,0.5406965017318726,0.009026835672557354,0.0039603132754564285,0.841159999370575,0.010905057191848755,-0.016424808651208878,-1.1425025463104248
1751620572726192600,1.856192626953125,0.5406756401062012,0.009023229591548443,0.003987399395555258,0.8411732912063599,0.01087010744959116,-0.016466211527585983,-1.1424531936645508
1751620572745016000,1.87501611328125,0.5406944751739502,0.009005029685795307,0.003996705636382103,0.8411613702774048,0.010829051956534386,-0.016462432220578194,-1.1424981355667114
1751620572763839500,1.893839599609375,0.5406962633132935,0.009003215469419956,0.003997684922069311,0.841160237789154,0.010824905708432198,-0.016462139785289764,-1.1425024271011353
1751620572782663200,1.9126630859375,0.5407074689865112,0.00900911632925272,0.003976928070187569,0.841153085231781,0.010857061482965946,-0.01643374375998974,-1.1425288915634155
1751620572801486600,1.931486572265625,0.5406852960586548,0.009022054262459278,0.003979346249252558,0.841167151927948,0.010876649059355259,-0.01645151525735855,-1.1424760818481445
1751620572820310000,1.95031005859375,0.5406392812728882,0.009041152894496918,0.003996505867689848,0.8411964178085327,0.010891132988035679,-0.01650044694542885,-1.142366647720337
1751620572839133400,1.969133544921875,0.5406380891799927,0.009037578478455544,0.004003369249403477,0.8411971926689148,0.010877721011638641,-0.016508115455508232,-1.1423639059066772
1751620572857956900,1.987956787109375,0.5406846404075623,0.00901071634143591,0.003997845575213432,0.8411676287651062,0.01083758007735014,-0.016470372676849365,-1.1424747705459595
