t,gx,gy,gz,ax,ay,az,temp
1268,-1989.00,-649.00,2269.00,1276.00,2916.00,18548.00,-2320.00
1285,-2355.00,-619.00,2492.00,428.00,2404.00,18540.00,-2320.00
1301,-1899.00,-305.00,1532.00,1312.00,2212.00,17924.00,-2320.00
1317,-1266.00,97.00,929.00,1432.00,1948.00,18332.00,-2320.00
1334,-782.00,61.00,745.00,1228.00,1904.00,18220.00,-2336.00
1351,-900.00,51.00,1015.00,2680.00,2764.00,19448.00,-2336.00
1368,-1625.00,-871.00,3455.00,900.00,2392.00,19132.00,-2320.00
1384,-1480.00,-549.00,1582.00,1216.00,2260.00,18488.00,-2352.00
1400,-1071.00,-232.00,860.00,1336.00,2384.00,19204.00,-2320.00
1418,-1177.00,404.00,608.00,1600.00,2192.00,18584.00,-2336.00
1434,-993.00,238.00,654.00,1192.00,1944.00,18684.00,-2352.00
1451,-740.00,-177.00,603.00,908.00,1892.00,18224.00,-2304.00
1467,-996.00,-13.00,160.00,864.00,2320.00,18796.00,-2352.00
1483,-1561.00,-38.00,412.00,1500.00,1832.00,18548.00,-2336.00
1500,-1489.00,-720.00,1181.00,1204.00,1416.00,18160.00,-2368.00
1517,-1535.00,-987.00,1089.00,1364.00,1588.00,18160.00,-2304.00
1533,-1156.00,-708.00,860.00,1404.00,1688.00,18472.00,-2320.00
1550,-1068.00,-385.00,640.00,1588.00,1568.00,18512.00,-2336.00
1566,-1099.00,-422.00,772.00,1796.00,1532.00,18600.00,-2352.00
1584,-1230.00,-641.00,1225.00,1796.00,1476.00,18644.00,-2336.00
1600,-1105.00,-881.00,1426.00,1324.00,1144.00,18724.00,-2352.00
1616,-978.00,-749.00,1202.00,1748.00,1284.00,18656.00,-2384.00
1633,-710.00,-395.00,961.00,1816.00,1108.00,18844.00,-2368.00
1650,-608.00,126.00,319.00,1524.00,1432.00,18944.00,-2320.00
1667,-769.00,223.00,244.00,1976.00,1584.00,19304.00,-2336.00
1683,-1200.00,166.00,678.00,2100.00,1584.00,18956.00,-2336.00
1699,-1149.00,229.00,880.00,512.00,1016.00,17960.00,-2320.00
1716,-852.00,97.00,-573.00,1272.00,1080.00,18540.00,-2368.00
1732,-878.00,413.00,-148.00,2160.00,1532.00,19188.00,-2336.00
1750,-1196.00,233.00,13.00,1524.00,1388.00,18628.00,-2352.00
1766,-1166.00,303.00,-82.00,1348.00,1196.00,18420.00,-2320.00
1782,-943.00,216.00,122.00,1676.00,968.00,18396.00,-2336.00
1799,-990.00,406.00,372.00,2060.00,1056.00,18880.00,-2320.00
1815,-1420.00,498.00,593.00,1536.00,1128.00,18692.00,-2304.00
1832,-1471.00,322.00,778.00,1396.00,708.00,18164.00,-2288.00
