seconds_elapsed,a_z,a_y,a_x,w_z,w_y,w_x,m_z,m_y,m_x,qz,qy,qx,qw,roll,pitch,yaw
0.144664306640625,9.791903495788574,-0.0890872851014137,0.5301628708839417,0.0565049909055233,0.2545779049396515,-0.3643808364868164,,,,-0.2056182473897934,-0.0255280490964651,-0.0100089339539408,0.9782480597496032,-0.0540901720523834,0.0090845003724098,0.4145946204662323
0.163488525390625,9.789228439331056,-0.2972329556941986,0.503031313419342,-0.0583375878632068,0.2399171441793441,-0.4340194165706634,-53.868751525878906,9.225000381469728,-6.056250095367432,-0.196006566286087,-0.022187640890479,-0.0198985822498798,0.9801495671272278,-0.0513410493731498,0.0303139667958021,0.395523726940155
0.191724853515625,9.7946195602417,-0.3336599469184875,0.3528158366680145,-0.281914085149765,0.2252563834190368,-0.4413498044013977,,,,-0.2176406383514404,-0.0138577576726675,-0.0205264240503311,0.9757146835327148,-0.036005824804306,0.0340304113924503,0.4395426213741302
0.21996142578125,9.802248001098633,-0.2205496728420257,0.1941165328025818,-0.2709185183048248,0.1690568327903747,-0.2971857190132141,,,,-0.2490031421184539,-0.0067858132533729,-0.0133568448945879,0.9683867692947388,-0.0198006778955459,0.0224917009472847,0.5035821199417114
0.23878564453125,9.804853439331056,-0.1749500781297683,0.0680325180292129,-0.0351247265934944,0.1519526094198227,-0.231212317943573,,,,-0.2624343037605285,-0.0010061358334496,-0.009518077597022,0.964902400970459,-0.0069385454989969,0.017840888351202,0.531174898147583
0.25760986328125,9.804540634155272,-0.2034336179494857,0.0025232885964214,-0.0070249447599053,0.1177441850304603,-0.2128863781690597,-53.118751525878906,10.200000762939451,-6.693750381469727,-0.2756088674068451,0.0027353097684681,-0.0100064631551504,0.9612138867378236,-0.0002573597885202,0.0207459423691034,0.5584796667098999
0.276434326171875,9.803780555725098,-0.2341687977313995,-0.0381325669586658,-0.0326812639832496,0.090866133570671,-0.2373209595680236,-52.96875381469727,10.21875,-6.506250381469727,-0.281314492225647,0.0052250139415264,-0.0109108733013272,0.9595393538475036,0.0038895583711564,0.0238808393478393,0.5703237652778625
0.295258544921875,9.803020477294922,-0.2446140199899673,-0.1065163314342498,0.1530216336250305,0.0102319847792387,-0.2226602137088775,-52.85625076293945,10.6875,-6.412500381469727,-0.2872807681560516,0.0087859146296978,-0.0103866579011082,0.9577497839927672,0.0108652366325259,0.0249462742358446,0.5826933979988098
0.3140830078125,9.801783561706545,-0.2909766137599945,-0.1037222221493721,0.0784961208701133,0.0615446269512176,-0.1872300505638122,-53.08125305175781,10.631250381469728,-6.412500381469727,-0.2900495827198028,0.0093657439574599,-0.0126652484759688,0.9568819999694824,0.0105815809220075,0.0296757109463214,0.5884754657745361
0.3329072265625,9.80109977722168,-0.3256520926952362,-0.0526329688727855,-0.1658497899770736,0.1201876476407051,-0.0357355885207653,-53.04375076293945,10.59375,-6.525000095367432,-0.2836404740810394,0.0072844526730477,-0.0151624185964465,0.9587831497192384,0.0053700571879744,0.0332133807241916,0.5751712918281555
0.351731689453125,9.802812576293944,-0.272066056728363,-0.0349179320037364,-0.2134972363710403,0.0591011680662632,0.1805105358362198,-52.68750381469727,10.800000190734863,-6.300000190734863,-0.2760165929794311,0.0055408282205462,-0.0128423441201448,0.961051106452942,0.0035620161797851,0.0277465786784887,0.5593011975288391
0.3705556640625,9.805015563964844,-0.1700727343559265,-0.0559369139373302,-0.0583375878632068,-0.1094975098967552,0.3735437989234924,-52.81875228881836,10.893750190734863,-6.262500286102295,-0.277870237827301,0.0051494743674993,-0.007537577766925,0.9605752229690552,0.0057048671878874,0.0173434615135192,0.5631272792816162
0.389380126953125,9.806175231933594,-0.0629324689507484,-0.0731141790747642,0.0797178521752357,-0.2121227979660034,0.5739074349403381,-53.04375076293945,10.818750381469728,-6.206250190734863,-0.2862191498279571,0.0044902730733156,-0.0020074702333658,0.9581515789031982,0.0074557946063578,0.0064173699356615,0.5805404782295227
0.408204345703125,9.806453704833984,0.0456929206848144,-0.0420312173664569,0.0992655232548713,-0.3355174660682678,0.6618719696998596,-53.00625228881836,10.725000381469728,-6.150000095367432,-0.2929863929748535,0.0013663885183632,0.0028553407173603,0.9561113715171814,0.00428605126217,-0.0046593979932367,0.5947107076644897
0.427028564453125,9.805119514465332,0.1676608920097351,0.0436478145420551,0.2092211842536926,-0.5725330114364624,0.6973021626472473,-53.41875076293945,10.481250762939451,-6.487500190734863,-0.2942006886005401,-0.0046421252191066,0.0075155263766646,0.9557028412818908,-0.0044515044428408,-0.0170974843204021,0.5972241163253784
0.44585302734375,9.80062484741211,0.3151907324790954,0.1370437294244766,0.2837466895580292,-0.5090031027793884,0.7046325206756592,-53.75625228881836,9.693750381469728,-6.750000476837158,-0.291546881198883,-0.0113713378086686,0.0133365029469132,0.956395983695984,-0.0139822512865066,-0.0321460478007793,0.5915560126304626
0.47408935546875,9.794459342956545,0.4279429614543915,0.236241266131401,0.0821613147854805,-0.2426660358905792,0.402865320444107,-54.056251525878906,9.693750381469728,-7.181250095367432,-0.2877751290798187,-0.016078021377325,0.0167767275124788,0.95741605758667,-0.0211505517363548,-0.0413901433348655,0.5835302472114563
0.492913818359375,9.79250717163086,0.4415196478366852,0.2867823541164398,-0.0045814858749508,-0.1327103674411773,0.1096502244472503,-54.30000305175781,9.33750057220459,-7.237500190734863,-0.2856690585613251,-0.0192253254354,0.0175767242908477,0.9579742550849916,-0.0268224570900201,-0.0446751192212104,0.5790120959281921
0.511738037109375,9.791537284851074,0.4424351155757904,0.3169110417366028,-0.0620027743279933,-0.0642935186624527,-0.0100792692974209,-54.13125228881836,8.925000190734863,-7.406250476837158,-0.2822600603103637,-0.0213793683797121,0.0172102935612201,0.9589452743530272,-0.0313246883451938,-0.0450918190181255,0.571813702583313
0.5305625,9.790848731994627,0.451710969209671,0.3250185549259186,-0.129197895526886,-0.0618500597774982,0.0497854799032211,-53.75625228881836,8.625,-7.462500095367432,-0.2792409658432007,-0.021952910348773,0.0173304807394742,0.95981365442276,-0.032502070069313,-0.045544110238552,0.5654943585395813
